SKU,Parent_SKU,Product_Name,Brand,Category,Sub_Category,Model_Number,MRP,Selling_Price,Stock_Quantity,Attribute_Color,Attribute_Capacity,Filter_Star,Filter_Type,Filter_Ideal for Family size,Filter_Defrosting type,Short_Description,Long_Description,Whats_In_The_Box,Image_URL_1,Image_URL_2,Image_URL_3,Image_URL_4,Image_URL_5,Image_URL_6,Video_URL_1,Video_URL_2,HSN_Code,GST_Rate,Shipping_Weight_kg,Shipping_Dimensions_cm,URL_Slug,Meta_Title,Meta_Description
LG_REFRIGERATOR_Double Door-SS,LG-REF-Double-Door,"LG Double Door, ,Wi- Fi Covertible, Door Cooling+, Smart Diagnosis",LG,Refrigerator,Home & Kitchen Appliances,GL-T342TPZY,53999,,,Shiny Steel Finish,322L,2,Double Door,,Door Cooling+,,,,https://www.lg.com/content/dam/channel/wcms/in/images/refrigerators/gl-t342tpzy_apzzebn_eail_in_c/gallery/GL-T342TPZY-2010x1334-1.jpg/jcr:content/renditions/thum-1100x730.jpeg?w=700,https://www.lg.com/content/dam/channel/wcms/in/images/refrigerators/gl-t342tpzy_apzzebn_eail_in_c/gallery/GL-T342TPZY-Refrigerators-Open-D-2.jpg?w=700,,,,,,,,,,,,,
LG_REFRIGERATOR_Double Door-DSF,LG-REF-Double-Door,"LG Double Door, LG ThinQ, Wi- Fi Covertible, Door Cooling+",LG,Refrigerator,Home & Kitchen Appliances,GL-T342TDSX,54599,,,Dazzle Steel Finish,322L,3,Double Door,,Door Cooling+,,,,https://www.lg.com/content/dam/channel/wcms/in/images/refrigerators/gl-t342tdsx_adszebn_eail_in_c/gallery/GL-T342TDSX-2010x1334-1.jpg/jcr:content/renditions/thum-1100x730.jpeg?w=700,https://www.lg.com/content/dam/channel/wcms/in/images/refrigerators/gl-t342tdsx_adszebn_eail_in_c/gallery/GL-T342TDSX-DZ-02.jpg/jcr:content/renditions/thum-1100x730.jpeg?w=700,,,,,,,,,,,,,
LG_REFRIGERATOR_Double Door-DSF,LG-REF-Double-Door,"LG Double Door, Wi- Fi Covertible, LG ThinQ, Door Cooling+",LG,Refrigerator,Home & Kitchen Appliances,GL-T382TDSX,59999,,,Dazzle Steel Finish,343L,3,Double Door,,Door Cooling+,,,,https://www.lg.com/content/dam/channel/wcms/in/images/refrigerators/gl-t382tdsx_adszebn_eail_in_c/gallery/new/GL-T382TDSX-2010x1334-1.jpg/jcr:content/renditions/thum-1100x730.jpeg?w=700,https://www.lg.com/content/dam/channel/wcms/in/images/refrigerators/gl-t382tdsx_adszebn_eail_in_c/gallery/new/GL-T382TDSX-DZ-2.jpg/jcr:content/renditions/thum-1100x730.jpeg?w=700,,,,,,,,,,,,,
LG_REFRIGERATOR_Double Door-ESF,LG-REF-Double-Door,"LG Double Door, Covertible, Wi- Fi, Door Cooling+",LG,Refrigerator,Home & Kitchen Appliances,GL-T422VESX,72999,,,Ebony Sheen Finish,398L,3,Double Door,,Door Cooling+,,,,https://www.lg.com/content/dam/channel/wcms/in/images/refrigerators/updated/new/GL-T422VESX-2010x1334.jpg/jcr:content/renditions/thum-1100x730.jpeg?w=700,https://www.lg.com/content/dam/channel/wcms/in/images/refrigerators/gl-t422vesx_eeszebn_eail_in_c/gallery/GL-T422VESX-Refrigerators-Front-Open-Food-D-02-v1.jpg?w=700,,,,,,,,,,,,,
LG_REFRIGERATOR_Double Door-BM,LG-REF-Double-Door,"LG Bottom Freezer,  Door Cooling+, Wi- Fi Convertible",LG,Refrigerator,Home & Kitchen Appliances,GL-B382EBMX,68999,,,Black Mirror,340L,3,Double Door,,Door Cooling+,,,,https://www.lg.com/content/dam/channel/wcms/in/images/refrigerators/updated5/GL-B382EBMX-2010x1334-1.jpg/jcr:content/renditions/thum-1100x730.jpeg?w=700,https://www.lg.com/content/dam/channel/wcms/in/images/refrigerators/gl-b382ebmx_abmzebn_eail_in_c/gallery/new/GL-B382EBMX-DZ-3.jpg/jcr:content/renditions/thum-1100x730.jpeg?w=700,,,,,,,,,,,,,
LG_REFRIGERATOR_Double Door-DSF,LG-REF-Double-Door,"LG Double Door, Smart Inverter Compressor, Convertible, Frost-Free ",LG,Refrigerator,Home & Kitchen Appliances,GL-S382SDSX,50799,,,Dazzle Steel Finish,343L,3,Double Door,,Door Cooling+,,,,https://www.lg.com/content/dam/channel/wcms/in/images/refrigerators/updated5/GL-S382SDSX-2010x1334-1.jpg/jcr:content/renditions/thum-1100x730.jpeg?w=700,https://www.lg.com/content/dam/channel/wcms/in/images/refrigerators/gl-s382sdsx_adszebn_eail_in_c/gallery/GL-S382SDSX-DZ-2.jpg/jcr:content/renditions/thum-1100x730.jpeg?w=700,,,,,,,,,,,,,
LG_REFRIGERATOR_Double Door-SSF,LG-REF-Double-Door,"LG Double Door, Convertible, Wi-Fi, Door Cooling",LG,Refrigerator,Home & Kitchen Appliances,GL-T412VPZX,68499,,,Shiny Steel Finish,380L,3,Double Door,,Door Cooling+,,,,https://www.lg.com/content/dam/channel/wcms/in/images/refrigerators/updated/new/GL-T412VPZX-2010x1334.jpg/jcr:content/renditions/thum-1100x730.jpeg?w=700,https://www.lg.com/content/dam/channel/wcms/in/images/refrigerators/gl-t412vpzx_epzzebn_eail_in_c/gallery/GL-T412VPZX-Refrigerators-Front-View-with-content-D-02.jpg?w=700,,,,,,,,,,,,,
LG_REFRIGERATOR_Double Door-DSF,LG-REF-Double-Door,"LG Double Door, Smart Inverter Compressor, Frost-Free",LG,Refrigerator,Home & Kitchen Appliances,GL-N292BDSY,31499,,,Dazzle Steel Finish,242L,2,Double Door,,,,,,https://www.lg.com/content/dam/channel/wcms/in/images/refrigerators/updated/new/GL-N292BDSY-2010x1334.jpg/jcr:content/renditions/thum-1100x730.jpeg?w=700,https://www.lg.com/content/dam/channel/wcms/in/images/refrigerators/gl-n292bdsy_adszebn_eail_in_c/gallery/N02_GL-N292BDSY-Refrigerators-Front-View-Door-Open-With-Content-D-02.jpg?w=700,,,,,,,,,,,,,
LG_REFRIGERATOR_Double Door-SSF,LG-REF-Double-Door,"LG Double Door, Smart Inverter Compressor, Base Stand Drawer",LG,Refrigerator,Home & Kitchen Appliances,GL-C322KPZY,42999,,,Shiny Steel Finish,291L,2,Double Door,,,,,,https://www.lg.com/content/dam/channel/wcms/in/images/refrigerators/gl-c322kpzy_apzzebn_eail_in_c/gallery/GL-C322KPZY-2010x1334-1.jpg/jcr:content/renditions/thum-1100x730.jpeg?w=700,https://www.lg.com/content/dam/channel/wcms/in/images/refrigerators/gl-c322kpzy_apzzebn_eail_in_c/gallery/Desktop-n-02.jpg?w=700,,,,,,,,,,,,,
LG_REFRIGERATOR_Double Door-SSF,LG-REF-Double-Door,"LG Double Door, Smart Inverter Compressor, Convertible",LG,Refrigerator,Home & Kitchen Appliances,GL-S322SPZY,43999,,,Shiny Steel ,288L,2,Double Door,,,,,,https://www.lg.com/content/dam/channel/wcms/in/images/refrigerators/gl-s322spzy_apzzebn_eail_in_c/gallery/GL-S322SPZY-2010x1334-1.jpg/jcr:content/renditions/thum-1100x730.jpeg?w=700,https://www.lg.com/content/dam/channel/wcms/in/images/refrigerators/gl-s322spzy_apzzebn_eail_in_c/gallery/GL-S322SPZY-Refrigerators-Front-Open-Food-D-02.jpg?w=700,,,,,,,,,,,,,
LG_REFRIGERATOR_Double Door-SF,LG-REF-Double-Door,"LG Double Door, LG ThinQ, Wi-Fi Convertible, Door Cooling+",LG,Refrigerator,Home & Kitchen Appliances,GL-T312TPZX,45799,,,Shiny Steel Finish,272L,2,Double Door,,,,,,https://www.lg.com/content/dam/channel/wcms/in/images/refrigerators/gl-t312tpzx_apzzebn_eail_in_c/GL-T312TPZX-2010x1334-1.jpg/jcr:content/renditions/thum-1100x730.jpeg?w=700,https://www.lg.com/content/dam/channel/wcms/in/images/refrigerators/gl-t312tpzx_apzzebn_eail_in_c/GL-T312TPZX-Refrigerators-Front-Open-Food-D-02.jpg?w=700,,,,,,,,,,,,,
LG_REFRIGERATOR_Double Door-ESF,LG-REF-Double-Door,"LG Double Door, Convertible, DoorCooling+",LG,Refrigerator,Home & Kitchen Appliances,GL-T262TESX,43999,,,Ebony Sheen ,246L,3,Double Door,,Door Cooling+,,,,https://www.lg.com/content/dam/channel/wcms/in/images/refrigerators/updated/new/GL-T262TESX-2010x1334-1.jpg/jcr:content/renditions/thum-1100x730.jpeg?w=700,https://www.lg.com/content/dam/channel/wcms/in/images/refrigerators/gl-t262tesx_deszebn_eail_in_c/gallery/GL-T262TESX-Refrigerators-Front-Open-Food-D-2.jpg?w=700,,,,,,,,,,,,,
LG_REFRIGERATOR_Double Door-ES,LG-REF-Double-Door,"LG Double Door, Smart Inverter Compressor, Convertible, Door Cooling",LG,Refrigerator,Home & Kitchen Appliances,GL-T382TESX,62999,,,Ebony Sheen Finish,343L,3,Double Door,,Door Cooling+,,,,https://www.lg.com/content/dam/channel/wcms/in/images/refrigerators/gl-t382tesx_aeszebn_eail_in_c/gallery/GL-T382TESX-2010x1334-1.jpg/jcr:content/renditions/thum-1100x730.jpeg?w=700,https://www.lg.com/content/dam/channel/wcms/in/images/refrigerators/gl-t382tesx_aeszebn_eail_in_c/gallery/GL-T382TESX-Refrigerators-Front-Open-Food-D02.jpg?w=700,,,,,,,,,,,,,
LG_REFRIGERATOR_Double Door-SSF,LG-REF-Double-Door,"LG Double Door, Convertible",LG,Refrigerator,Home & Kitchen Appliances,GL-S262SPZX,41499,,,Shiny Steel Finish,246L,3,Double Door,,,,,,https://www.lg.com/content/dam/channel/wcms/in/images/refrigerators/updated/new/GL-S262SPZX-2010x1334.jpg/jcr:content/renditions/thum-1100x730.jpeg?w=700,https://www.lg.com/content/dam/channel/wcms/in/images/refrigerators/gl-s262spzx_apzzebn_eail_in_c/gallery/GL-S262SPZX-Refrigerators-Front-View-with-content-D-02.jpg?w=700,,,,,,,,,,,,,
LG_REFRIGERATOR_Double Door-ES,LG-REF-Double-Door,"LG Double Door, Smart Inverter Compressor",LG,Refrigerator,Home & Kitchen Appliances,GL-T502CESR,71499,,,Ebony Sheen ,446L,3,Double Door,,,,,,https://www.lg.com/content/dam/channel/wcms/in/images/refrigerators/updated/new/GL-T502CESR-2010x1334-1.jpg/jcr:content/renditions/thum-1100x730.jpeg?w=700,https://www.lg.com/content/dam/channel/wcms/in/images/refrigerators/gl-t502cesr-deszebn-eail-in-c/new/GL-T502CESR-DZ-3.jpg/jcr:content/renditions/thum-1100x730.jpeg?w=700,,,,,,,,,,,,,
LG_REFRIGERATOR_Double Door-SSF,LG-REF-Double-Door,"LG Double Door, Frost Free Inverter, Wi-Fi, Hygiene Fresh",LG,Refrigerator,Home & Kitchen Appliances,GR-H812HLHM,111499,,,Shiny Steel Finish,592L,1,Double Door,,Door Cooling+,,,,https://www.lg.com/content/dam/channel/wcms/in/images/refrigerators/updated/new/GR-H812HLHM-2010x1334-1.jpg/jcr:content/renditions/thum-1100x730.jpeg?w=700,https://www.lg.com/content/dam/channel/wcms/in/images/refrigerators/gr-h812hlhm_apzqebn_eail_in_c/gallery/2010/top-freezer-alpha1-2024-gr-h802hlhm-gr-h812hlhm-pz-03-front-all-open-2010x1334.jpg/jcr:content/renditions/thum-1100x730.jpeg?w=700,,,,,,,,,,,,,
LG_REFRIGERATOR_Double Door-ESF,LG-REF-Double-Door,"LG Double Door, Wi-Fi Convertible, Door Cooling+",LG,Refrigerator,Home & Kitchen Appliances,GL-T312TESX,46299,,,Ebony Sheen Finish,272L,3,Double Door,,Door Cooling+,,,,https://www.lg.com/content/dam/channel/wcms/in/images/refrigerators/gl-t312tesx_aeszebn_eail_in_c/gallery/GL-T312TESX-2010x1334-1.jpg/jcr:content/renditions/thum-1100x730.jpeg?w=700,https://www.lg.com/content/dam/channel/wcms/in/images/refrigerators/gl-t312tesx_aeszebn_eail_in_c/gallery/GL-T312TESX-Refrigerators-Front-Open-Food-D-02.jpg?w=700,,,,,,,,,,,,,
LG_REFRIGERATOR_Double Door-SSF,LG-REF-Double-Door,"LG Double Door, Door Cooling+",LG,Refrigerator,Home & Kitchen Appliances,GL-T502CPZR,69999,,,Shiny Steel Finish,446L,3,Double Door,,Door Cooling+,,,,https://www.lg.com/content/dam/channel/wcms/in/images/refrigerators/updated/new/GL-T502CPZR-2010x1334-1.jpg/jcr:content/renditions/thum-1100x730.jpeg?w=700,https://www.lg.com/content/dam/channel/wcms/in/images/refrigerators/gl-t502cpzr-dpzzebn-eail-in-c/gallery/GL-T502CPZR-DZ-3.jpg/jcr:content/renditions/thum-1100x730.jpeg?w=700,,,,,,,,,,,,,
LG_REFRIGERATOR_Double Door-ESF,LG-REF-Double-Door,"LG Double Door,Wi-Fi Convertible, Door Cooling",LG,Refrigerator,Home & Kitchen Appliances,GL-T412VESX,69499,,,Ebony Sheen Finish,380L,3,Double Door,,,,,,https://www.lg.com/content/dam/channel/wcms/in/images/refrigerators/updated/new/GL-T412VESX-2010x1334.jpg/jcr:content/renditions/thum-1100x730.jpeg?w=700,https://www.lg.com/content/dam/channel/wcms/in/images/refrigerators/gl-t412vesx_eeszebn_eail_in_c/gallery/GL-T412VESX-Refrigerators-Front-View-with-content-D-02.jpg?w=700,,,,,,,,,,,,,
LG_REFRIGERATOR_Double Door-SSF,LG-REF-Double-Door,"LG Double Door, Smart Diagnosis, Smart Inverter Compressor",LG,Refrigerator,Home & Kitchen Appliances,GL-S342SPZY,52999,,,Shiny Steel Finish,322L,3,Double Door,,,,,,https://www.lg.com/content/dam/channel/wcms/in/images/refrigerators/gl-s342spzy_apzzebn_eail_in_c/gallery/GL-S342SPZY-2010x1334-1.jpg/jcr:content/renditions/thum-1100x730.jpeg?w=700,https://www.lg.com/content/dam/channel/wcms/in/images/refrigerators/gl-s342spzy_apzzebn_eail_in_c/gallery/GL-S342SPZY-Refrigerators-Front-Open-Food-D-02.jpg?w=700,,,,,,,,,,,,,
LG_REFRIGERATOR_Double Door-SS,LG-REF-Double-Door,"LG Double Door, Convertible, Multi Air Flow",LG,Refrigerator,Home & Kitchen Appliances,GL-S312SPZY,41499,,,Shiny Steel ,272L,2,Double Door,,,,,,https://www.lg.com/content/dam/channel/wcms/in/images/refrigerators/gl-s312spzy_apzzebn_eail_in_c/gallery/GL-S312SPZY-2010x1334-1.jpg/jcr:content/renditions/thum-1100x730.jpeg?w=700,https://www.lg.com/content/dam/channel/wcms/in/images/refrigerators/gl-s312spzy_apzzebn_eail_in_c/gallery/GL-S312SPZY-Refrigerators-Front-Open-Food-MZ-2.jpg?w=700,,,,,,,,,,,,,
LG_REFRIGERATOR_Double Door-SSF,LG-REF-Double-Door,"LG Double Door, Convertible, DoorCooling+",LG,Refrigerator,Home & Kitchen Appliances,GL-T292RPZY,36999,,,Shiny Steel Finish,240L,2,Double Door,,Door Cooling+,,,,https://www.lg.com/content/dam/channel/wcms/in/images/refrigerators/updated/new/GL-T292RPZY-2010x1334.jpg/jcr:content/renditions/thum-1100x730.jpeg?w=700,https://www.lg.com/content/dam/channel/wcms/in/images/refrigerators/gl-t292rpzy_dpzzebn_eail_in_c/gallery/02-1100x730.jpg?w=700,,,,,,,,,,,,,
LG_REFRIGERATOR_Double Door-SSF,LG-REF-Double-Door,"LG Double Door, Convertible, Smart Diagnosis",LG,Refrigerator,Home & Kitchen Appliances,GL-S382SPZY,55999,,,Shiny Steel Finish,343L,2,Double Door,,,,,,https://www.lg.com/content/dam/channel/wcms/in/images/refrigerators/gl-s382spzy_apzzebn_eail_in_c/gallery/GL-S382SPZY-2010x1334-1.jpg/jcr:content/renditions/thum-1100x730.jpeg?w=700,https://www.lg.com/content/dam/channel/wcms/in/images/refrigerators/gl-s382spzy_apzzebn_eail_in_c/gallery/GL-S382SPZY-Refrigerators-Front-View-Door-Open-With-Content-D-02.jpg?w=700,,,,,,,,,,,,,
LG_REFRIGERATOR_Double Door-SSF,LG-REF-Double-Door,"LG Double Door, Convertible, DoorCooling+",LG,Refrigerator,Home & Kitchen Appliances,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LG_REFRIGERATOR_Double Door-SSF,LG-REF-Double-Door,"LG Double Door, Convertible, DoorCooling+",LG,Refrigerator,Home & Kitchen Appliances,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SKU,Parent_SKU,Product_Name,Brand,Category,Sub_Category,Model_Number,MRP,Selling_Price,Stock_Quantity,Attribute_Color,Attribute_Washer/Dryer Capacity,Attribute_Technology,Filter_Pannel Display Type,Filter_,Short_Description,Long_Description,Whats_In_The_Box,Image_URL_1,Image_URL_2,Image_URL_3,Image_URL_4,Image_URL_5,Image_URL_6,Video_URL_1,Video_URL_2,HSN_Code,GST_Rate,Shipping_Weight_kg,Shipping_Dimensions_cm,URL_Slug,Meta_Title,Meta_Description,
SAM_WM-B,SAM-AI-WM,"Samsung 12 kg/7 kg Front Load Washer Dryer Combo, Superspeed,",Samsung,Washing Machine,Home & Kitchen Appliances,WD12FG5B34BB,86990,,,Black,12Kg/7Kg,Bubble Technology,LED,,,,,https://images.samsung.com/is/image/samsung/p6pim/in/wd12fg5b34bbtl/gallery/in-wd5000f-wd12fg5b34bbtl-548523097?$684_547_PNG$,https://images.samsung.com/is/image/samsung/p6pim/in/wd12fg5b34bbtl/gallery/in-wd5000f-wd12fg5b34bbtl-thumb-548523092?$64_64_PNG$,,,,,,,,,,,,,,
SAM_WM-B,SAM-AI-WM,"Samsung Front Load Washer Dryer Combo, Q-Drive",Samsung,Washing Machine,Home & Kitchen Appliances,WD12FB7B34GB,91990,,,Black,12Kg/7Kg,Bubble Technology,LED,,,,,https://images.samsung.com/is/image/samsung/p6pim/in/wd12fb7b34gbtl/gallery/in-wd7000f-wd12fb7b34gbtl-548522986?$684_547_PNG$,https://images.samsung.com/is/image/samsung/p6pim/in/wd12fb7b34gbtl/gallery/in-wd7000f-wd12fb7b34gbtl-thumb-548522978?$64_64_PNG$,,,,,,,,,,,,,,
SAM_WM-B,SAM-WM,"Samsung 9.0 kg Front Load Washing Machine, Hygiene Steam",Samsung,Washing Machine,Home & Kitchen Appliances,WW90FG4U04AB,51990,,,Black,9Kg,,LED,,,,,https://images.samsung.com/is/image/samsung/p6pim/in/ww90fg4u04abtl/gallery/in-ww4000f-ww90fg4u04abtl-ww90fg4u04abtl-548036443?$684_547_PNG$,https://images.samsung.com/is/image/samsung/p6pim/in/ww90fg4u04abtl/gallery/in-ww4000f-ww90fg4u04abtl-ww90fg4u04abtl-thumb-548036434?$64_64_PNG$,,,,,,,,,,,,,,
SAM_WM-N,SAM-WM,"Samsung 9.0 kg Front Load Washing Machine, Hygiene Steam",Samsung,Washing Machine,Home & Kitchen Appliances,WW90FG4U04AS,50990,,,Navy,9Kg,,LED,,,,,https://images.samsung.com/is/image/samsung/p6pim/in/ww90fg4u04astl/gallery/in-ww4000f-ww90fg4u04abtl-ww90fg4u04astl-548036462?$684_547_PNG$,https://images.samsung.com/is/image/samsung/p6pim/in/ww90fg4u04astl/gallery/in-ww4000f-ww90fg4u04abtl-ww90fg4u04astl-thumb-548036455?$64_64_PNG$,,,,,,,,,,,,,,
SAM_WM-B,SAM-AI-WM,"Samsung12 kg/7 kg Front Load Washer Dryer Combo, AI Wash",Samsung,Washing Machine,Home & Kitchen Appliances,WD12FB8B94GB,99999,,,Black,12Kg/7Kg,Bubble Technology,LED,,,,,,,,,,,,,,,,,,,,
SAM_WM-LG,SAM-AI-WM,Samsung  8.0 kg Ecobubble Top Load Washing Machine,Samsung,Washing Machine,Home & Kitchen Appliances,WA80BG4441BG,27000,,,Light Gray,8Kg,Diamond Drum,RED LED,,,,,https://images.samsung.com/is/image/samsung/p6pim/in/wa80bg4441bgtl/gallery/in-wa4000b-433542-wa80bg4441bgtl-533454834?$684_547_PNG$,https://images.samsung.com/is/image/samsung/p6pim/in/wa80bg4441bgtl/gallery/in-wa4000b-433542-wa80bg4441bgtl-533454822?$Q90_684_547_JPG$,,,,,,,,,,,,,,
SAM_WM-DG,SAM-AI-WM,Samsung  8.0 kg Ecobubble Top Load Washing Machine,Samsung,Washing Machine,Home & Kitchen Appliances,WA80BG4441BD,25500,,,Dark Gray,8Kg,Diamond Drum,RED LED,,,,,https://images.samsung.com/is/image/samsung/p6pim/in/wa80bg4441bdtl/gallery/in-wa4000b-433542-wa80bg4441bdtl-533454813?$684_547_PNG$,https://images.samsung.com/is/image/samsung/p6pim/in/wa80bg4441bdtl/gallery/in-wa4000b-433542-wa80bg4441bdtl-thumb-533454808?$64_64_PNG$,,,,,,,,,,,,,,
SAM_WM-BC,SAM-AI-WM,Samsung 8.0 kg Top Load Washing Machine with AI Wash and Super Speed,Samsung,Washing Machine,Home & Kitchen Appliances,WA80F08S2B,32990,,,Black Caviar,8Kg,,,,,,,,,,,,,,,,,,,,,,
SAM_WM-B,SAM-AI-WM,"Samsung 12 kg/7 kg Front Load Washer Dryer Combo, Superspeed,",Samsung,Washing Machine,Home & Kitchen Appliances,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SAM_WM-B,SAM-AI-WM,"Samsung 12 kg/7 kg Front Load Washer Dryer Combo, Superspeed,",Samsung,Washing Machine,Home & Kitchen Appliances,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SAM_WM-B,SAM-AI-WM,"Samsung 12 kg/7 kg Front Load Washer Dryer Combo, Superspeed,",Samsung,Washing Machine,Home & Kitchen Appliances,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SAM_WM-B,SAM-AI-WM,"Samsung 12 kg/7 kg Front Load Washer Dryer Combo, Superspeed,",Samsung,Washing Machine,Home & Kitchen Appliances,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SAM_WM-B,SAM-AI-WM,"Samsung 12 kg/7 kg Front Load Washer Dryer Combo, Superspeed,",Samsung,Washing Machine,Home & Kitchen Appliances,,,,,,,,,,,,,,,,,,,,,,,,,,,,